road_name,road_distance,route_name,bus_station,brt_station,peak_hours,average_speed,travel_time,fare,landmark_nearby,road_type,traffic_lights_count,route_type,congestion_level,passenger_capacity,alternative_routes,bus_station_location,brt_station_location,geojson_data
Morogoro Road,20.5,Route 1,Magomeni,Ubungo,12:00-14:00,43,72,2000,Uhuru Stadium,Main Road,3,Bus,Low,50,Alt-Morogoro Road,"-6.850205, 39.369139","-6.853951, 39.208585","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.369139, -6.850205]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 1', 'station': 'Magomeni', 'congestion_level': 'Low'}}"
Morogoro Road,12.2,Route 5,Mwenge,Ubungo,17:00-19:00,31,11,1500,Kariakoo Market,Main Road,4,Bus,Medium,50,Alt-Morogoro Road,"-6.70725, 39.305486","-6.758762, 39.248301","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.305486, -6.70725]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 5', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Morogoro Road,18.7,Route 1,Tegeta,Ubungo,17:00-19:00,34,15,1000,Uhuru Stadium,Feeder Road,3,Bus,Medium,50,Alt-Morogoro Road,"-6.842597, 39.38404","-6.80883, 39.203166","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.38404, -6.842597]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 1', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Bagamoyo Road,15.3,Route 5,Magomeni,Mbezi,17:00-19:00,22,34,1000,Uhuru Stadium,Highway,5,Bus,Medium,50,Alt-Bagamoyo Road,"-6.729989, 39.351629","-6.877279, 39.277944","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.351629, -6.729989]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 5', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Nyerere Road,20.5,Route 4,Magomeni,Kimara,12:00-14:00,35,91,700,Posta City Center,Highway,2,Bus,Medium,50,Alt-Nyerere Road,"-6.851313, 39.257175","-6.727011, 39.256515","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.257175, -6.851313]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 4', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,15.3,Route 15,Ubungo,Mbezi,07:00-09:00,16,62,1500,Posta City Center,Highway,7,Bus,High,50,Alt-Ali Hassan Mwinyi Road,"-6.738919, 39.315991","-6.725265, 39.278605","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.315991, -6.738919]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 15', 'station': 'Ubungo', 'congestion_level': 'High'}}"
Sam Nujoma Road,25.6,Route 18,Kariakoo,Gerezani,17:00-19:00,30,42,1000,Uhuru Stadium,Main Road,6,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.727653, 39.289119","-6.877931, 39.330017","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.289119, -6.727653]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 18', 'station': 'Kariakoo', 'congestion_level': 'Medium'}}"
Morogoro Road,20.5,Route 2,Mbagala,Magomeni,17:00-19:00,37,54,1000,National Stadium,Highway,3,Bus,Medium,50,Alt-Morogoro Road,"-6.849003, 39.398965","-6.723212, 39.333609","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.398965, -6.849003]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 2', 'station': 'Mbagala', 'congestion_level': 'Medium'}}"
Bagamoyo Road,12.2,Route 12,Sinza,Kimara,07:00-09:00,10,30,500,Posta City Center,Feeder Road,6,Bus,High,50,Alt-Bagamoyo Road,"-6.74432, 39.288328","-6.790642, 39.342026","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.288328, -6.74432]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 12', 'station': 'Sinza', 'congestion_level': 'High'}}"
Sam Nujoma Road,25.6,Route 2,Posta,Kivukoni,07:00-09:00,46,100,2000,Posta City Center,Main Road,0,Bus,Low,50,Alt-Sam Nujoma Road,"-6.87415, 39.20455","-6.854947, 39.293785","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.20455, -6.87415]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 2', 'station': 'Posta', 'congestion_level': 'Low'}}"
Sam Nujoma Road,18.7,Route 18,Kariakoo,Kariakoo,12:00-14:00,21,50,500,Posta City Center,Main Road,0,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.803818, 39.355742","-6.792851, 39.225433","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.355742, -6.803818]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 18', 'station': 'Kariakoo', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,12.2,Route 17,Sinza,Magomeni,07:00-09:00,15,75,700,National Stadium,Feeder Road,5,Bus,High,50,Alt-Sam Nujoma Road,"-6.736613, 39.330585","-6.717513, 39.376516","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.330585, -6.736613]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 17', 'station': 'Sinza', 'congestion_level': 'High'}}"
Bagamoyo Road,15.3,Route 6,Magomeni,Kivukoni,17:00-19:00,45,47,1500,Kariakoo Market,Main Road,8,Bus,Low,50,Alt-Bagamoyo Road,"-6.719802, 39.245954","-6.80434, 39.271661","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.245954, -6.719802]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 6', 'station': 'Magomeni', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,18.7,Route 5,Posta,Gerezani,07:00-09:00,21,25,700,Posta City Center,Main Road,9,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.748035, 39.280377","-6.707889, 39.274242","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.280377, -6.748035]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 5', 'station': 'Posta', 'congestion_level': 'Medium'}}"
Bagamoyo Road,25.6,Route 3,Tegeta,Ubungo,07:00-09:00,47,17,700,Kariakoo Market,Feeder Road,8,Bus,Low,50,Alt-Bagamoyo Road,"-6.711415, 39.292479","-6.745693, 39.245679","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.292479, -6.711415]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 3', 'station': 'Tegeta', 'congestion_level': 'Low'}}"
Bagamoyo Road,25.6,Route 16,Magomeni,Kimara,12:00-14:00,35,105,1000,Mlimani City Mall,Feeder Road,5,Bus,Medium,50,Alt-Bagamoyo Road,"-6.73451, 39.354314","-6.8612, 39.393257","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.354314, -6.73451]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 16', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,12.2,Route 19,Buguruni,Kivukoni,12:00-14:00,17,10,700,Mlimani City Mall,Feeder Road,1,Bus,High,50,Alt-Ali Hassan Mwinyi Road,"-6.871783, 39.386305","-6.855223, 39.220911","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.386305, -6.871783]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 19', 'station': 'Buguruni', 'congestion_level': 'High'}}"
Morogoro Road,18.7,Route 9,Buguruni,Magomeni,12:00-14:00,50,14,500,Uhuru Stadium,Feeder Road,3,Bus,Low,50,Alt-Morogoro Road,"-6.7272, 39.30198","-6.839192, 39.397171","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.30198, -6.7272]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 9', 'station': 'Buguruni', 'congestion_level': 'Low'}}"
Morogoro Road,18.7,Route 2,Mbagala,Gerezani,17:00-19:00,33,18,1500,Kariakoo Market,Main Road,5,Bus,Medium,50,Alt-Morogoro Road,"-6.878658, 39.212297","-6.847194, 39.306938","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.212297, -6.878658]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 2', 'station': 'Mbagala', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,20.5,Route 6,Sinza,Magomeni,17:00-19:00,50,96,1500,Uhuru Stadium,Feeder Road,9,Bus,Low,50,Alt-Ali Hassan Mwinyi Road,"-6.836365, 39.312232","-6.828059, 39.289835","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.312232, -6.836365]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 6', 'station': 'Sinza', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,20.5,Route 20,Mwenge,Kimara,12:00-14:00,40,60,2000,Mlimani City Mall,Main Road,7,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.860631, 39.307792","-6.715338, 39.250853","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.307792, -6.860631]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 20', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Bagamoyo Road,12.2,Route 20,Sinza,Mbezi,17:00-19:00,49,64,1000,Kariakoo Market,Main Road,0,Bus,Low,50,Alt-Bagamoyo Road,"-6.839991, 39.38723","-6.830235, 39.382521","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.38723, -6.839991]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 20', 'station': 'Sinza', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,20.5,Route 18,Kariakoo,Mbezi,12:00-14:00,39,90,500,Kariakoo Market,Feeder Road,0,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.784694, 39.371718","-6.896166, 39.347841","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.371718, -6.784694]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 18', 'station': 'Kariakoo', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,12.2,Route 14,Ubungo,Kivukoni,17:00-19:00,28,72,700,Posta City Center,Highway,7,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.813613, 39.28891","-6.724237, 39.275331","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.28891, -6.813613]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 14', 'station': 'Ubungo', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,25.6,Route 1,Buguruni,Magomeni,07:00-09:00,52,91,700,Uhuru Stadium,Main Road,4,Bus,Low,50,Alt-Ali Hassan Mwinyi Road,"-6.762585, 39.38212","-6.772034, 39.255913","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.38212, -6.762585]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 1', 'station': 'Buguruni', 'congestion_level': 'Low'}}"
Sam Nujoma Road,18.7,Route 11,Magomeni,Magomeni,07:00-09:00,18,18,1000,Mlimani City Mall,Feeder Road,0,Bus,High,50,Alt-Sam Nujoma Road,"-6.77188, 39.396511","-6.792217, 39.338627","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.396511, -6.77188]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 11', 'station': 'Magomeni', 'congestion_level': 'High'}}"
Morogoro Road,18.7,Route 3,Posta,Ubungo,17:00-19:00,34,42,1000,Posta City Center,Main Road,7,Bus,Medium,50,Alt-Morogoro Road,"-6.721478, 39.240108","-6.747797, 39.331552","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.240108, -6.721478]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 3', 'station': 'Posta', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,18.7,Route 19,Kariakoo,Kariakoo,07:00-09:00,33,31,1500,Kariakoo Market,Highway,0,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.837093, 39.291298","-6.746118, 39.266482","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.291298, -6.837093]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 19', 'station': 'Kariakoo', 'congestion_level': 'Medium'}}"
Nyerere Road,18.7,Route 16,Posta,Kimara,12:00-14:00,37,68,500,Mlimani City Mall,Main Road,1,Bus,Medium,50,Alt-Nyerere Road,"-6.848918, 39.358901","-6.76091, 39.304227","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.358901, -6.848918]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 16', 'station': 'Posta', 'congestion_level': 'Medium'}}"
Morogoro Road,20.5,Route 14,Mbagala,Ubungo,17:00-19:00,30,99,1000,Posta City Center,Highway,7,Bus,Medium,50,Alt-Morogoro Road,"-6.811704, 39.346507","-6.805485, 39.291492","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.346507, -6.811704]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 14', 'station': 'Mbagala', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,25.6,Route 16,Buguruni,Ubungo,12:00-14:00,14,85,500,Uhuru Stadium,Main Road,1,Bus,High,50,Alt-Ali Hassan Mwinyi Road,"-6.892891, 39.280327","-6.75938, 39.398896","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.280327, -6.892891]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 16', 'station': 'Buguruni', 'congestion_level': 'High'}}"
Sam Nujoma Road,20.5,Route 3,Mbagala,Magomeni,07:00-09:00,47,115,1500,Uhuru Stadium,Highway,3,Bus,Low,50,Alt-Sam Nujoma Road,"-6.780676, 39.252135","-6.722111, 39.376133","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.252135, -6.780676]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 3', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
Nyerere Road,12.2,Route 12,Kariakoo,Mbezi,12:00-14:00,57,59,1000,Uhuru Stadium,Highway,7,Bus,Low,50,Alt-Nyerere Road,"-6.731257, 39.210755","-6.722591, 39.200724","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.210755, -6.731257]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 12', 'station': 'Kariakoo', 'congestion_level': 'Low'}}"
Nyerere Road,12.2,Route 10,Tegeta,Magomeni,12:00-14:00,27,30,1000,National Stadium,Main Road,5,Bus,Medium,50,Alt-Nyerere Road,"-6.856077, 39.374345","-6.891149, 39.363573","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.374345, -6.856077]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 10', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Morogoro Road,15.3,Route 17,Tegeta,Magomeni,07:00-09:00,17,76,1500,Uhuru Stadium,Feeder Road,4,Bus,High,50,Alt-Morogoro Road,"-6.798479, 39.32","-6.83234, 39.327156","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.32, -6.798479]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 17', 'station': 'Tegeta', 'congestion_level': 'High'}}"
Morogoro Road,18.7,Route 20,Posta,Kivukoni,17:00-19:00,56,90,500,National Stadium,Main Road,5,Bus,Low,50,Alt-Morogoro Road,"-6.899028, 39.316763","-6.734398, 39.36666","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.316763, -6.899028]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 20', 'station': 'Posta', 'congestion_level': 'Low'}}"
Morogoro Road,18.7,Route 19,Magomeni,Kivukoni,07:00-09:00,25,69,1000,Kariakoo Market,Feeder Road,3,Bus,Medium,50,Alt-Morogoro Road,"-6.85026, 39.237303","-6.759117, 39.255929","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.237303, -6.85026]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 19', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,12.2,Route 12,Posta,Ubungo,07:00-09:00,19,60,2000,Kariakoo Market,Feeder Road,6,Bus,High,50,Alt-Sam Nujoma Road,"-6.850139, 39.392932","-6.895953, 39.310059","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.392932, -6.850139]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 12', 'station': 'Posta', 'congestion_level': 'High'}}"
Nyerere Road,18.7,Route 16,Magomeni,Magomeni,07:00-09:00,28,11,700,National Stadium,Highway,5,Bus,Medium,50,Alt-Nyerere Road,"-6.719955, 39.252984","-6.822263, 39.385344","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.252984, -6.719955]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 16', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,20.5,Route 9,Ubungo,Mbezi,17:00-19:00,52,65,700,Kariakoo Market,Feeder Road,4,Bus,Low,50,Alt-Ali Hassan Mwinyi Road,"-6.883922, 39.341343","-6.781913, 39.267255","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.341343, -6.883922]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 9', 'station': 'Ubungo', 'congestion_level': 'Low'}}"
Morogoro Road,18.7,Route 14,Mbagala,Kimara,07:00-09:00,48,30,1500,Uhuru Stadium,Highway,2,Bus,Low,50,Alt-Morogoro Road,"-6.843405, 39.259979","-6.700289, 39.252396","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.259979, -6.843405]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 14', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
Bagamoyo Road,20.5,Route 19,Mwenge,Ubungo,12:00-14:00,50,108,500,National Stadium,Highway,7,Bus,Low,50,Alt-Bagamoyo Road,"-6.729274, 39.242952","-6.892702, 39.23666","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.242952, -6.729274]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 19', 'station': 'Mwenge', 'congestion_level': 'Low'}}"
Sam Nujoma Road,20.5,Route 19,Buguruni,Ubungo,07:00-09:00,16,81,500,National Stadium,Feeder Road,8,Bus,High,50,Alt-Sam Nujoma Road,"-6.719281, 39.383869","-6.814298, 39.235084","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.383869, -6.719281]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 19', 'station': 'Buguruni', 'congestion_level': 'High'}}"
Nyerere Road,18.7,Route 3,Ubungo,Mbezi,12:00-14:00,56,22,500,Posta City Center,Feeder Road,3,Bus,Low,50,Alt-Nyerere Road,"-6.753715, 39.355169","-6.717741, 39.31586","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.355169, -6.753715]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 3', 'station': 'Ubungo', 'congestion_level': 'Low'}}"
Nyerere Road,18.7,Route 5,Posta,Magomeni,17:00-19:00,40,73,1500,Posta City Center,Highway,7,Bus,Medium,50,Alt-Nyerere Road,"-6.859283, 39.334975","-6.864316, 39.335901","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.334975, -6.859283]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 5', 'station': 'Posta', 'congestion_level': 'Medium'}}"
Morogoro Road,18.7,Route 14,Mwenge,Ubungo,07:00-09:00,16,75,1500,Uhuru Stadium,Feeder Road,9,Bus,High,50,Alt-Morogoro Road,"-6.808026, 39.355989","-6.802286, 39.261309","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.355989, -6.808026]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 14', 'station': 'Mwenge', 'congestion_level': 'High'}}"
Bagamoyo Road,20.5,Route 2,Kimara,Kivukoni,12:00-14:00,11,110,1000,Mlimani City Mall,Feeder Road,9,Bus,High,50,Alt-Bagamoyo Road,"-6.841352, 39.372186","-6.746604, 39.339107","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.372186, -6.841352]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 2', 'station': 'Kimara', 'congestion_level': 'High'}}"
Ali Hassan Mwinyi Road,18.7,Route 1,Kariakoo,Kivukoni,07:00-09:00,40,49,1500,National Stadium,Highway,3,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.839528, 39.292072","-6.882901, 39.291302","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.292072, -6.839528]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 1', 'station': 'Kariakoo', 'congestion_level': 'Medium'}}"
Bagamoyo Road,20.5,Route 10,Kimara,Ubungo,17:00-19:00,50,38,1000,Mlimani City Mall,Highway,7,Bus,Low,50,Alt-Bagamoyo Road,"-6.852261, 39.346986","-6.883392, 39.248991","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.346986, -6.852261]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 10', 'station': 'Kimara', 'congestion_level': 'Low'}}"
Nyerere Road,25.6,Route 3,Tegeta,Mbezi,17:00-19:00,46,106,500,National Stadium,Feeder Road,2,Bus,Low,50,Alt-Nyerere Road,"-6.833004, 39.311667","-6.881947, 39.208308","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.311667, -6.833004]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 3', 'station': 'Tegeta', 'congestion_level': 'Low'}}"
Nyerere Road,12.2,Route 12,Mbagala,Kivukoni,12:00-14:00,20,48,2000,Posta City Center,Highway,8,Bus,Medium,50,Alt-Nyerere Road,"-6.800833, 39.327216","-6.779682, 39.219409","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.327216, -6.800833]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 12', 'station': 'Mbagala', 'congestion_level': 'Medium'}}"
Bagamoyo Road,20.5,Route 14,Buguruni,Magomeni,07:00-09:00,27,78,2000,Posta City Center,Highway,9,Bus,Medium,50,Alt-Bagamoyo Road,"-6.706755, 39.377815","-6.778491, 39.330618","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.377815, -6.706755]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 14', 'station': 'Buguruni', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,20.5,Route 9,Mwenge,Kivukoni,17:00-19:00,27,18,500,Uhuru Stadium,Feeder Road,4,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.831744, 39.244035","-6.71504, 39.323988","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.244035, -6.831744]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 9', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Bagamoyo Road,12.2,Route 2,Ubungo,Magomeni,17:00-19:00,37,59,1000,Mlimani City Mall,Main Road,8,Bus,Medium,50,Alt-Bagamoyo Road,"-6.89087, 39.20696","-6.842606, 39.206395","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.20696, -6.89087]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 2', 'station': 'Ubungo', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,12.2,Route 6,Tegeta,Ubungo,12:00-14:00,24,53,2000,National Stadium,Feeder Road,4,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.83269, 39.372723","-6.796904, 39.31472","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.372723, -6.83269]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 6', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
